"estadual_id","estadual_nome","estado","nivel","ano_referencia","time_id"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"sao_raimundo_rr"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"rio_negro_rr"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"atletico_roraima"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"gas"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"nautico_rr"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"progresso"
"roraimense_1","Campeonato Roraimense","RR",1,2026,"river_rr"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"confianca"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"america_propria"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"atletico_gloriense"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"dorense"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"guarany_porto_da_folha"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"itabaiana"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"lagarto"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"falcon"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"sergipe_fc"
"sergipano_1","Campeonato Sergipano","SE",1,2026,"desportiva_aracaju"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"operario_ms"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"pantanal_fc"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"aguia_negra"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"corumbaense"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"costa_rica_ms"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"cra_aquidauana"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"bataguassu"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"naviraiense"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"dourados_ac"
"sul_matogrossense_1","Campeonato Sul-Mato-Grossense","MS",1,2026,"ivinhema"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"araguaina"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"bela_vista_to"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"capital_fc_to"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"guarai"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"gurupi"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"palmas_fc"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"tocantinopolis"
"tocantinense_1","Campeonato Tocantinense","TO",1,2026,"uniao_to"
